,0,1,2,3
livealive-secretmission.mid,144.00010800000294,A-,major,104
FF5mainv2.mid,89.14276799999705,C,minor,70
SMAS-Yaga.mid,99.57448799999969,E,minor,140
ao2_wondering.mid,146.22000000000267,G#,minor,120
FF5_land.mid,177.60000000000085,F,major,100
King_of_the_Mountain.mid,116.31627281249605,C,major,113
LufIIBat3.mid,140.92651428125012,E,major,172
culex5.mid,259.70575249999575,F,minor,170
smetbri2.mid,123.63624000000561,G,minor,66
ff2under.mid,157.44000000000065,C,major,125
Marx5.mid,66.45168600000177,C,major,185
luf2tower.mid,119.07680400000113,B-,minor,260
ctboss1.mid,91.68521600000012,B-,major,178
snesDKC2_Boss.mid,65.04595506250055,F,minor,95
locke2.mid,111.42399571874832,G,minor,140
GundamWing_ED_Versus_v2.mid,100.11424399999875,E,major,175
K3_Number_14_VER_2.mid,116.39999999999277,F,major,150
MM7_Burst.mid,105.37499999999969,G,minor,160
ctspekkio.mid,153.05240199999676,D,minor,190
vegastage_v6_1_SNES.mid,172.67049424999865,A,minor,157
B1L_smk_rainbowroad_pentagonpathremix.mid,234.70576500002204,F,major,170
SD3Altena.mid,141.33191999999966,D,minor,90
dayafter1.mid,116.86953599999997,A,minor,115
dw5_dungeon.mid,91.19999999999858,D,minor,100
sd358.mid,114.82500000000023,C,major,75
BL_fmgh_enemyraid.mid,130.0,F#,minor,192
My_Lower_Brinstar.mid,214.3999999999974,A-,major,75
bldroog.mid,181.875,G#,minor,128
SNES_Toki_Memo_Good_Ending.mid,102.0,G,major,160
SD3_Splash_Hop.mid,80.52614400000039,A,major,152
sbb2-06.mid,59.99008326249735,E,minor,25
YoshieCookie.mid,75.69223200000054,C,major,130
rudora_damned.mid,70.15377599999972,D,minor,130
ff3theme.mid,182.9999999999982,G,minor,80
tlozfbov2.mid,37.434895833333364,A,minor,120
gcosave.mid,180.69696847499813,C,major,85
luf2thieves.mid,70.0,C,major,120
SMAS-NPole.mid,123.42859200000052,D,minor,69
SuperSoccerHolland.mid,57.623820000000386,B-,major,201
RS2seven2.mid,171.42819999999892,A,minor,161
Chrono_Trigger_-_Lab_16s_Ruin.mid,77.6000000000125,E,minor,75
yuu_yuu_hakusho_kakutou_no_syo_japan_-_intro.mid,110.03586100000184,E-,minor,279
cttruce.mid,164.06617405208357,C,major,350
K3-Number_40.mid,46.770000000000536,F,major,250
BL_ss6_menu.mid,44.819180000000216,F,minor,166
CloudMan.mid,201.62852565625002,G,major,160
Dragon_Ride_(Ver._X.X).mid,128.9921875,G#,minor,80
TMNT4Downtown.mid,87.60499999999799,B-,major,200
Killer_Instinct-_Theme.mid,302.6689280000202,A,minor,110
smw_ghost.mid,170.66649599999712,E,minor,120
Tenchis2.mid,109.82390400000017,B,minor,239
GWscythe.mid,178.80749999999722,E,minor,151
ewj_heck.mid,138.7187499999997,C,major,120
DKC_Map-KM.mid,157.20000000000084,D,major,100
rs1_jamil.mid,125.85255471875014,D,major,120
VileIntro.mid,33.38586121874996,B,major,115
ff2airsh.mid,65.4544800000006,C,major,165
Push_Title.mid,105.93100800000008,E,minor,145
rudora_blazing_impact.mid,180.40000000000347,A,minor,150
7shop.mid,30.31742999999989,G,major,126
Animorch.mid,65.93019300000103,E-,major,172
MMX3-_Zero's_Theme.mid,60.994791666666664,B,minor,120
stfxvictoryonland.mid,39.125,B-,major,160
RnH_The_Flame_and_The_Arrow.mid,90.9326171875,F,minor,128
Molevmtn.mid,198.47518031250948,G,major,132
bof2twel.mid,103.78367999999973,C,minor,74
sd339.mid,96.32939824999987,B,minor,156
t_ogre15.mid,84.7718410000002,D,minor,77
Kaiosama.mid,124.00434062500123,B-,major,117
GokujyoParodius_Takosuke.mid,48.0,E,minor,160
Main_Theme-1.mid,69.12000000000309,E,minor,125
09-BlastHornet.mid,85.32977578125045,A,minor,180
ff3-world_of_ruin_narsh.mid,183.3925000000028,D,major,250
turbotunnel.mid,89.71951999999925,C,minor,107
SD3_-_Meridian_Child.mid,162.9502066250002,B-,major,115
Zelda3_Cave_Theme.mid,46.00416666666671,F,minor,120
rudora_strange_encounters.mid,85.1999999999999,G,minor,150
yuu_yuu_hakusho_kakutou_no_syo_japan_-_theme_5.mid,82.90318850000074,A,minor,93
GokujyoParodius_kd.mid,76.63628700000066,E,major,220
dkc3brotherbear.mid,45.351562500000064,C,major,96
Joenmac-map.mid,68.46421725000025,C,major,140
rs1_ship.mid,109.46417824999804,C,major,120
ff304.mid,113.81759999999936,G,minor,80
STTNG.mid,101.36110528125016,B-,major,70
mk_courtyard_rmx_zb.mid,102.97608749999758,B-,major,126
BossStage4.mid,73.14278400000165,A,major,105
FF6_-_(Two_Question_Marks).mid,68.56847980833315,E,minor,167
BL_area88_store.mid,36.25893599999996,E-,minor,139
Ys_3-_Ballacetine_Towers.mid,159.99540372916576,G,minor,144
cttrial.mid,207.18199083333442,C,minor,109
dw5_ship.mid,67.6109809166667,C,major,90
ff324.mid,98.8415999999997,F,major,120
u7indoors.mid,41.60038211250007,E-,minor,225
smw2babybowser.mid,159.7983977500044,C,major,123
dbz2bsgt.mid,202.50002699999996,A,minor,91
gravity-beetle.mid,104.0999999999973,G,minor,150
celsjump.mid,162.39655604166703,E-,major,60
F-Zero_-_Death_Wind.mid,112.84107986458245,G#,minor,85
dbldemap.mid,128.20249999999916,C,major,150
Star_Ocean_New_World.mid,109.10630455312389,C#,minor,89
sd327.mid,130.81200000000263,C#,minor,65
T_OmakeVGTitle.mid,31.59375,G,major,160
relm4.mid,176.56678771875193,F#,major,140
WagyanParadise_DeepSea.mid,112.01655464999574,C,major,90
ff6atma5.mid,228.36340800000943,A,minor,165
AR-MMX1BattleTheme.mid,56.466883531250545,A,minor,170
Wsc-enh.mid,52.09818650000057,G,minor,112
Level_5.mid,152.7271200000013,F#,minor,165
Illusion_of_Gaia_-_South_Cape.mid,213.8127728645873,D,major,100
10-BlizzardBuffalo.mid,83.36500653125007,E-,minor,190
VileTheme.mid,51.200000000000344,B,minor,150
SD3_-_Obsession.mid,202.01100399999544,A,minor,134
akaneslullaby.mid,213.76342500000052,C,major,300
BL_doomsday_staffroll.mid,104.77262250000071,E,major,110
macbeth2.mid,98.54010000000095,D,minor,137
harvest.mid,95.99990400000003,F,major,195
DKC2_-_Lost_World_Anthem.mid,130.90896000000149,E,minor,110
MegaManX2-MagnaCentipede-Star89er.mid,79.57228799999872,B,minor,186
dq6_village.mid,158.0047889999994,G,minor,120
z3castl2.mid,92.66204580000283,A,major,145
sd3_femaleturbulance.mid,127.99987200000027,B,minor,90
rs1_bt2w.mid,170.3701999999961,G,minor,162
zb_tetris_bgm1sp.mid,120.8735099999994,A-,major,156
rs1_prologue.mid,99.3621669062516,B,minor,120
Kirbys_Cave_Special.mid,215.99999999999133,F,major,160
FrontMission_setup.mid,78.8808734999983,B,minor,210
dw5_theme.mid,73.28766493749802,C,major,115
07-StageSelect.mid,133.55974921875335,B,minor,115
Cs_bonus.mid,127.4951171875,B-,minor,128
b2batl2.mid,153.88433000000137,G,minor,120
Bonus_Round.mid,44.17578,B,minor,273
BL_robotrek_hometownautumn.mid,53.09999999999999,C,minor,100
blplatinum.mid,175.92224800001694,G#,minor,206
YS_Spirit_Mountain_(Orchestrated).mid,85.33324799999926,G,major,90
lufia2lastfortress.mid,155.4945305273427,D,minor,142
Belth2.mid,144.94420788541595,C,minor,101
20_Map_BGM_GM.mid,252.11979166666683,C,major,120
Twoson.mid,90.46853373333322,G,major,175
rsaga202.mid,147.51723100000206,B,major,129
luf2sub.mid,110.39999999999924,G,minor,150
tmnt_-_cafeteria.mid,68.86897874999964,D,major,126
BoF2_whitewings.mid,93.07682999999885,B-,major,120
MMX3_Credits-KM.mid,131.24986874999732,C#,major,140
bldesert.mid,115.03427341666604,F#,minor,72
wgp-09_.mid,30.000000000000043,C,major,150
SBomb1-Stage5.mid,64.79999999999896,B,minor,150
Level_3.mid,58.75860599999967,C,minor,145
SBomb2-Credits.mid,89.77094000000146,E,major,131
SMASoppositio.mid,116.18539968750122,A,minor,126
Super_Mario_Kart_-_Bowser's_Castle_(MWS_v1.0).mid,71.94999999999908,C#,minor,150
z3ganonbat.mid,64.75,C,major,120
BL_ghgs_usualbattle.mid,66.40842308333373,D,minor,135
sf2endch.mid,135.9499999999999,C#,major,100
perfect.mid,106.75422583333354,A,minor,114
ctepoch.mid,108.14447620000152,C,minor,200
Super_Castlevania_4_-_Simon.mid,197.99479166666697,F#,major,120
SuperDoubleDragon-Mission3-1.mid,179.98012800000092,D,minor,151
bszeldadungeonv12.mid,38.84583333333332,E,minor,75
Ff54war.mid,121.84603200000097,C,minor,130
jrlepage_smw2_tfgd_correcttempo.mid,67.76467200000006,G,minor,96
Arctic.mid,99.36296118750063,B-,major,154
BatmanReturnsPreludetoLevel2.mid,51.091206,E-,minor,55
lb3_flight.mid,115.15259353333181,C,major,144
SNES_Toki_Memo_Skating.mid,90.9375,B-,major,96
sb2_vegeta.mid,119.21057399999877,D,minor,132
sf2Blank456.mid,75.00001499999958,C,minor,140
ter07.mid,63.73092600000331,C#,minor,144
(SDDstg1).mid,47.96249999999999,A,minor,120
SDrakkhen_Despair.mid,51.81250000000006,A,minor,80
Tetris_Attack-Froggy.mid,83.47135053124985,D,major,92
luf2mapB.mid,483.21402800003693,C#,minor,224
PLOK_Ploks_House.mid,341.99999999999983,F#,minor,120
smwwd2.mid,91.35549894166574,C,major,150
ta-poochie.mid,139.4873119999964,C,major,116
setzer.mid,98.8823035000005,C,major,85
DKC3Factory.mid,138.65958356250513,B,minor,90
rs2_avalon.mid,92.22754706666848,D,major,120
Burymysh.mid,110.44433399999933,A,minor,135
CharacterSelect1.mid,64.0,A,major,120
Push_Mechano_fix.mid,136.31999999999684,A,major,125
FFIV_-_Fanfare.mid,45.27376424999915,B-,major,210
Password3.mid,69.81527109375024,F#,major,220
scooby1.mid,61.237915724999596,C,major,145
MMXFortB.mid,122.87999999999832,D,minor,125
Killer.mid,239.79288442500138,E,minor,115
soe-opening.mid,281.46348500000056,E,minor,122
fzero_sandocean.mid,123.89999999999876,G,major,200
mk2_CPUtower_zb.mid,37.50738490312519,B,minor,126
Star_Ocean_One_Challenge.mid,199.61540124999473,A-,major,64
ff6figaro.mid,212.4723869999988,F#,minor,92
The_New_Age_Retro_Hippy.mid,33.882336000000066,B,minor,170
04-ZeroTheme.mid,59.9999999999998,B,minor,120
temple.mid,92.0,G,minor,120
PHILIPSC.mid,109.71130498958202,C,major,245
tnlab.mid,178.25234399999977,F,major,103
rs1_albert.mid,83.43645702500096,A,major,120
Ctfrogrm.mid,82.33920337500008,B,major,140
SNES_Toki_Memo_Art_Gallery.mid,140.48755199999906,A,major,164
live_01.mid,127.11098399999652,B-,minor,135
SBonk_Sky.mid,101.53835999999937,C#,major,156
ff349.mid,50.918399999999764,E,minor,160
Calcobre.mid,71.99702282500009,E,major,170
awaken2.mid,88.57298835000073,A,minor,130
dkcoil1.mid,229.3090299500116,E,minor,135
CHRRBASS.mid,119.99999999999987,B,minor,120
HM_-_Spring_Theme.mid,87.69221999999974,G,major,130
NWA_stage1.mid,190.413119999982,A,minor,151
rsg3battle.mid,193.84596000000278,B,minor,156
Vs_Magneto.mid,136.00006799999767,E-,minor,89
Soemb.mid,104.48972799999956,F,major,147
GokujyoParodius_BStage5.mid,78.1394880000006,A,minor,172
FE4_-_City_of_Agustria.mid,33.85292425000001,G,major,85
Character_Select.mid,59.999999999999275,C,major,80
Bio_Metal_Japanese_Ver-Introduction_pt1.mid,117.64791666666639,D,minor,120
The3fiends.mid,81.540000000001,B-,minor,250
7church.mid,133.20831999999942,G,major,94
StarFox2FB_CharSelMapTrnMode_XG.mid,64.42608429999986,E-,major,149
BigBlue2.mid,63.43714040000138,E,minor,216
Voyage_to_the_Bottom_of_the_Sea.mid,71.68563984375001,A,minor,120
BL_iss_scenarios.mid,151.875,G,major,128
overworld.mid,61.0795963541664,C,minor,109
gra3stor.mid,117.5242621041645,G,major,154
z3bunny.mid,97.33323599999909,D,major,120
dayafter2.mid,111.98958333333297,A,minor,120
Axmchase.mid,123.63387257813243,C,minor,132
BOFAURIA.mid,62.71174599999985,C,major,210
hi_res_prelude_v2.mid,216.66657999999703,C,major,72
SNPuyo2_Overworld.mid,296.46659553332506,F#,minor,136
luf1map.mid,120.52855200000127,E,minor,227
G_B_S_R_R.mid,67.99999999999999,G,minor,120
goemon02.mid,66.14749999999931,D,minor,200
rd-star_stealing_girl.mid,187.8515625,B-,minor,64
sfxgaunt.mid,142.09509599999524,C,major,157
Dkcmap.mid,160.96137750000025,F,major,91
LFMGH-128Galeon.mid,129.53459625001835,D,minor,155
TA_Koopa_Battle.mid,182.9921875,F,minor,80
FighHis_Ray-ST.mid,109.0908800000012,A,minor,88
DragonsLair-ADarkAndStormyNight.mid,132.60000000000173,A,minor,100
FighHis_Miz-ST.mid,103.38451200000227,G,major,130
GokujyoParodius_Koitsu.mid,48.0,A,minor,160
DeDeDe_Modified.mid,100.3635360000025,C,minor,165
k1select.mid,42.5006103515625,A,major,96
BattleCT2Un.mid,139.19374999999692,E,minor,100
ff4-town.mid,72.0,A,minor,80
jrlepage_smas_undergr.mid,40.0006103515625,B,major,96
sf2Vega456.mid,69.29480249999939,A,minor,156
gra3scra.mid,112.49999999999758,A-,major,160
ff2end3.mid,76.25047465,C,major,120
liveforlive.mid,401.42351381874636,G,major,130
mmq13.mid,32.033839999999856,B,minor,149
LaunchOctopus.mid,98.99609375,E-,major,160
BatmanReturnsPreludetoLevel6.mid,31.63636099999995,C,minor,55
SMK_Yoshi_Wins.mid,33.32795812499998,C,major,117
Clocktower_Looking_For_Mrs_Mary.mid,48.0,D,minor,60
rudora_battle.mid,77.40952260000057,A,minor,155
som_legend.mid,111.66000000000597,C,major,250
smas50.mid,46.42128800000004,G,major,87
eb_ysb.mid,163.05817950001048,G,major,110
magicant.mid,88.31999999999992,G,major,250
lb3_bt2-1.mid,87.41192595000015,F#,minor,120
sadsong.mid,156.83786741666606,G,minor,93
egypter.mid,207.96502836665402,B-,minor,89
YI-Athletic-GS.mid,180.91204904999225,F,major,109
Fabul.mid,216.1667747499968,A,minor,89
SMT_II_PSX_Common_Battle.mid,183.52921599998018,B,minor,120
smw1forest.mid,32.29082949999999,C,minor,117
GokujyoParodius_Upa.mid,50.90903999999978,A,minor,132
gra3enem.mid,154.9265625416688,C,minor,115
rpgfigh2.mid,60.90378524999981,E,major,130
z3home.mid,116.3597321250024,B-,major,132
SMW_Athletic.mid,92.80052083333219,F,major,150
ghouls02.mid,74.40000000000045,C,minor,150
Palace_2.mid,94.71681574999539,F,major,144
ctwndscene.mid,119.27260799999736,D,minor,165
(RnH)_Battle_of_the_Last_Enemy_-_Evolution.mid,183.28443693750867,D,major,145
SNES_Toki_Memo_Confession.mid,178.60454400000123,F#,major,172
SBomb3-Stage4.mid,127.99999999999982,G,minor,120
Poper.mid,104.72716800000063,D,minor,110
Red_Canyon.mid,131.1691631249958,F,minor,138
livealive-silentlabyrinth.mid,151.73685474999957,A,minor,94
CV4_Ending_Theme.mid,388.06685889999284,F,major,89
Stage_1-1_(CV4_Rize).mid,385.41843999998457,G,minor,112
PNTB_title.mid,46.111492350003424,C,major,130
sf2Ryu456.mid,59.99994000000002,E,minor,140
Level3.mid,123.87017579166749,B-,minor,104
sots_bt_a.mid,63.94560046874978,C,minor,120
XkySmash01.mid,166.9851382187471,B,minor,181
SNES_Toki_Memo_Winter.mid,131.6570880000001,D,major,175
DBZ1-No18Battle.mid,107.35374487499882,A,minor,93
ta-menu.mid,37.49999999999898,C,major,160
Dynamo_Guy.mid,299.9997000000154,C,major,180
MMX_-_Sigmas_Fortress_Station_1.mid,120.0,F#,major,160
cttogood.mid,258.4958333333324,C#,major,120
esper.mid,120.50859056250073,E-,minor,87
RFColdMan.mid,191.99936000000307,F,major,140
T_LiveALive_GoGoBurikiDaiyo_Karaoke.mid,55.99999999999989,B,minor,150
SailorMoonR_crystaltok.mid,173.61664799999514,C,major,141
Grad3SNES_Boss1.mid,44.30764799999965,G,major,130
blyoyo.mid,177.59999999999533,E,minor,120
C-sidetw_2.mid,148.5964770000034,F,major,155
yoshixmas.mid,146.96749597499914,F,major,135
thg_131.mid,54.28566000000015,G#,minor,140
ff4battle.mid,150.3611200000013,A,minor,166
battle4.mid,188.7999999999997,A,minor,150
eb_store.mid,30.774211499999932,A,minor,154
SoSairship2.mid,79.14939483333382,F,minor,97
pq1_bt2.mid,63.407102283334126,C,major,240
SoE-_Ivor_Tower.mid,247.71403799999618,G,minor,140
Main_Room.mid,194.58999999999935,A,major,50
ff5dawn.mid,121.30127760000067,B-,major,82
Secret_of_Mana-In_the_Darkness_Depths.mid,64.69558334999834,D,major,167
SBomb3-Story2.mid,80.6106400000005,E,minor,131
Undersea_Palace.mid,262.2454926666731,A,major,177
Super_Mario_Bros_3-enemy_battle.mid,44.80000000000035,D,major,150
World1-1_Allstars.mid,56.241365249999916,C,major,145
Bunny.mid,30.474999999999966,F#,minor,120
Legend-Overworld.mid,100.79999999999895,C,major,150
JGFF5-Library.mid,137.8000000000003,C,minor,75
CelesMix.mid,172.62257893750126,E-,major,65
FF5_battl.mid,70.5,A,minor,160
sadvi2a.mid,155.40514199999956,F,major,132
DynabladeArea1_2.mid,81.95129600000074,F,major,163
Zelda3_Triforce_Theme.mid,91.26519457500163,C,major,115
Z3cave25.mid,41.422383416666825,B-,minor,116
ctschala.mid,143.0000000000001,E-,minor,80
dbzfight.mid,84.19999999999946,A,minor,160
at-zero.mid,208.72706400000078,C,major,165
YI-_Kamek's_Taunts.mid,48.545406000000234,F,major,110
BillyKane.mid,156.2402163333312,E-,major,129
FFMQWorldMap-SC8850.mid,63.36000000000519,C,major,125
BL_fmgh_missioncomplete.mid,58.775471999999155,B-,minor,171
Borntobewild.mid,214.43651249998325,E,minor,142
ffmq-crystal.mid,64.0625,C,major,120
ghouls06.mid,57.0,E,minor,160
TN_-_Tower.mid,146.2204894999988,B,major,126
RPGNimbusLandAS.mid,167.99983200000187,C,major,140
dkc3frst.mid,126.61186049999745,F,minor,338
Damcyan.mid,101.64112564999637,G,minor,85
STN_INTL.mid,76.87999999999987,D,major,150
SBomb3-Boss2.mid,38.39999999999996,E-,major,150
ct_undersea.mid,179.9997120000012,F,major,120
Boss_4.mid,78.43636500000012,D,minor,109
ArdyLightfoot-Stronghold.mid,90.0,F#,minor,80
FrontMission_shop_xg.mid,94.73670000000058,B-,major,190
Wolverine.mid,114.48202837499804,E,minor,140
dkc3watr.mid,164.7812385000051,G,minor,150
B1L_kdc_courseselect.mid,73.1904030000007,A-,major,105
sb2_vegeta_v2.mid,119.21057399999876,D,minor,132
LowerNorfairOrchestrated.mid,256.000178027346,F,major,135
Z3theme.mid,47.36265237500011,B-,minor,142
DX-_Dance_of_Illusions.mid,188.44425599999806,D,minor,90
Symbolofdarkness2.mid,231.21736137499977,E,major,135
DKC3_-_Water_World.mid,164.25,G,minor,80
dw5_demonworld.mid,45.59999999999991,C,minor,100
FFVI_-_Troops_March_On.mid,103.63317124999234,C,minor,138
blrebel.mid,116.47046400000477,B,minor,136
FF5_nost.mid,135.52934399999938,C,minor,85
SMRpgPEndPrt2.mid,88.69212899999971,C#,major,120
sf2title2.mid,33.93748303125017,D,major,170
mm3_chapter3.mid,148.67334177083256,F,major,120
SuperSoccerGermany.mid,66.14999999999934,B,minor,200
HighwayCredits.mid,184.32000000000076,B,major,125
ff323.mid,87.13296,A,major,110
ghouls04.mid,59.99999999999996,C,major,120
BearHugger.mid,31.994791666666668,A,minor,120
fe5-attack-heavy.mid,50.15248583333688,E-,minor,163
TMNT4-Dino-.mid,88.07500000000111,D,minor,120
mmx07.mid,50.124179999999754,F,minor,138
SMK_Toad_Wins.mid,39.43871766666669,A,minor,98
smk_koopabeach6.mid,54.0,F,major,120
BossStage2.mid,118.14892031250163,A,minor,130
lavos-2.mid,118.40234375,F,major,160
mmx02.mid,33.82502400000031,F#,minor,170
T_AVGFighter_EririnNearDeath_Omake.mid,61.94100514999975,F#,major,155
bubtitle.mid,73.1875,C,minor,160
street_fighter_2_-_epilogue_-_ryu.mid,61.41446850000015,B-,minor,85
SD3_-_Whiz_Kid.mid,248.49999999999918,B-,major,120
SMW-Special_Zone.mid,227.97874635833517,D,major,117
lungefish.mid,49.96732909375002,C,major,134
Opener.mid,213.3019974270912,C#,major,120
Plok_Rocket_Launcherv2.mid,59.99583333333333,D,major,120
DKC_-_Life_in_the_Mines.mid,230.39999999999205,G,minor,75
arcana_title.mid,75.00498338541749,B,minor,120
livealive-wanderer.mid,138.34598759374742,F#,major,115
smas48.mid,32.22102389583322,G,major,90
RH_TinStar_GallopStage.mid,150.3947970000017,G,minor,151
bio_metal_JPN_St1.mid,136.5124999999981,C,major,120
sfxbroll.mid,232.51407499998388,C,major,132
ctad600a.mid,205.41166199999643,A,minor,85
DreamTVTitle.mid,118.18585200000068,G,major,115
GMM7Intro.mid,95.99763127500027,E,minor,110
Zelda3_Zelda_Theme.mid,97.80406899999994,G,major,90
SS-Ukyo.mid,219.44186999990882,A,minor,109
BL_kod_treasurecastle.mid,65.71412799999976,E-,minor,168
B1L_sc_dr-wrights_tip.mid,32.86283749999978,E,minor,124
TG-Track2.mid,245.7504534250023,C,minor,117
fls2_eatbag.mid,98.51003762499953,A,minor,240
mousta.mid,114.92838541666747,G,major,192
ff3tinax.mid,216.2922219791585,G#,minor,162
Zelda3_Fairy_Theme.mid,85.74198550000256,G#,minor,154
alad10.mid,35.87556800000009,A-,major,124
rs1_hawk.mid,69.31390232500117,A,minor,120
ter55.mid,171.84665199999836,C,minor,87
TetrisThemeOrchestrated.mid,41.14323452636725,E-,major,140
Boss3.mid,31.98152556249994,C#,major,176
lvspace2.mid,81.71499999999943,G,minor,125
luf2lexis.mid,130.0,C#,major,120
FF6-_Setzer's_Theme.mid,146.33738903125067,C,major,164
Aleth_and_Lagnus.mid,137.3684309999988,G,minor,190
kss_savecottages.mid,52.07881800000003,C,major,80
ZeroDeath.mid,120.88413837500705,E,minor,135
Celes_Kiss_Me.mid,71.42859999999892,E-,major,83
smw2ug.mid,89.99999999999936,F,major,120
7thsaga_bt2_w.mid,91.8088888833302,C,major,120
TN_-_European_Town.mid,148.7999999999995,E-,major,150
Rudora_no_Hihou_Creatures_from_the_Silent_Sea_DW.mid,93.45000000000063,A,minor,100
fanatic.mid,108.00000000000001,B,major,80
smkmario.mid,58.18176000000157,C,minor,132
Soecstl.mid,128.0000000000059,B-,minor,150
(mmx3frst).mid,40.36507103124976,G,minor,190
Intro_Stage.mid,209.78541830001052,E,minor,204
mmx321.mid,98.30399999999827,B,major,97
gra3king.mid,65.27589000000044,G,minor,248
Frog_Theme_v2.mid,319.9166666666638,G#,minor,120
SailorMoonR_moon.mid,238.8289919166683,D,minor,120
K3_Number_17.mid,109.09079999999918,C,major,143
SNES_Toki_Memo_Fireworks.mid,208.1923200000013,A,minor,166
Saleste_l7.mid,122.38646562499582,G,minor,109
rddlvl1.mid,101.37499999999977,A,minor,120
KSS_Dynablade_3.mid,133.0117600000013,C,major,166
quattros.mid,50.81615106250006,A-,major,85
SD3_-_Positive.mid,51.84000000000002,B-,major,125
EVO-Intro.mid,115.75624999999911,B-,minor,100
ff3-mtkoltz.mid,137.81000000000756,F,major,250
SMAS-District.mid,103.08735999999995,C,major,148
HM_-_Town.mid,94.14636499999818,B,major,122
Sanctuary(a).mid,61.50000000000015,G,major,125
MMX1_armoredarmadillo.mid,117.64273950000299,F,major,140
YS_Getting_Ready.mid,68.56689571875037,A,minor,140
Drahkken_Neo_Remix_v2.mid,192.38229166666667,A,minor,120
Terra5.mid,161.053771187499,A,minor,226
Port_v1.mid,163.6014048177099,A,major,155
yi_goalscore_polka.mid,175.4482320000034,B,major,145
olivie.mid,113.45443200000197,E-,major,110
Mwvnilla.mid,32.91427200000011,B-,major,175
luf2-Hope.mid,101.99999999999999,B-,major,120
T_SuperS_ReiTsuRemix2.mid,220.8137499999974,E,minor,100
do1_deserted.mid,124.89796336458643,E,minor,120
BL_arc_rooks.mid,40.50000000000023,F#,minor,100
smw2castle.mid,121.58121619166651,C,minor,96
(RnH)_Battle_for_the_Fields.mid,110.38049181250408,A,minor,160
dw6_town.mid,111.55144697916725,G,major,115
figarock.mid,114.54542400000044,A,major,88
Macros_Scramble_Valkry-Stage6BGM.mid,180.7291666666675,B,major,120
alefgard.mid,219.43281628125422,D,minor,140
smwbow2.mid,91.04331873333363,A,minor,65
TheLandOfDwarves.mid,193.77758399999914,E,minor,135
ter18.mid,82.87361741666558,A,major,97
DarkWorldDungeon.mid,52.295833333336326,C,major,120
smw_donut_polka.mid,200.12914900000433,E,minor,154
ct_tofarawaytimes.mid,260.0000000000043,F#,minor,120
Top_Gear_3000_Freeway.mid,127.15117218750122,B,major,151
omnitopia.mid,153.37763680078314,D,minor,105
godoml.mid,82.03358599999987,D,minor,112
Tetris2a.mid,56.4659324166673,C,major,136
Awakening.mid,311.68800000003637,A,minor,77
fortuna2.mid,222.8570240000058,F,minor,112
SBomb3-Password.mid,132.0,A,minor,120
SD3_-_Don't_Hunt_the_Fairy.mid,151.99999999999835,G,major,240
prelude5.mid,168.50475300000795,B-,minor,92
mute2.mid,95.99584994998958,F,minor,185
Luf2_-_Boss_Battle.mid,137.8285139999981,B,minor,175
Zelda3_Sanctuary_Theme.mid,100.5,A-,major,80
HMSummer.mid,65.33268000000011,G,minor,180
ctfairen.mid,154.43468000000144,D,major,115
SMK_Princess_Wins.mid,46.41860437499999,G,minor,63
7sdunbat2.mid,111.01608430208326,G,minor,147
RnH_Parade.mid,129.7776480000009,D,minor,135
ctmarle1.mid,150.98908900000094,E-,major,90
FF6-_Kefka's_Theme.mid,232.5,B-,minor,160
Black_Mantle.mid,58.625920000000164,G,minor,131
MMX1_chillpenguin.mid,125.57130300000259,F,minor,140
Bio_Metal_Japanese_Ver-Stage7BGM.mid,128.61041666666483,G,minor,120
Ys_3-_Outside_.mid,145.0712834999957,G,minor,140
Toria.mid,126.78779501666872,G,major,105
Thg-russ.mid,119.99987999999567,A,minor,148
thg_110.mid,41.68414799999968,C,major,190
x3_beetle.mid,195.0,G,minor,160
ff3end.mid,1280.2115199999819,B-,major,70
Berlin.mid,335.9996639999973,D,major,180
killervs.mid,74.79009101666607,A,major,223
F-Zero_-_Mute_City_Remix.mid,177.60000000000238,F,minor,100
Lufia_2_The_Last_Duel_Xg.mid,77.08339499999987,D,minor,143
Old_Hill.mid,47.43177075000019,E,major,110
ks_SS6_intercept-GM.mid,258.722847999997,D,minor,141
fe5-isaac.mid,135.4886403125014,F#,minor,124
Smklake.mid,39.31821458333312,C,major,109
Magna_Centipede_2.mid,82.66311178125048,C,minor,180
mn-house2.mid,32.91427200000007,E-,major,175
Zenkusa_-_PopnTwinbee_Level5.mid,98.4669265500008,F,major,165
luf1cave.mid,141.29004000000356,B,minor,124
ff5whatV1_0_1.mid,86.15375999999964,D,minor,195
JILost_-_SNES_-_7th_Saga_-_Church.mid,71.99479166666667,G,major,120
smk-rainbowroad-xg.mid,114.85702799999837,F#,major,140
uns-ffboss.mid,106.16656050000024,G,major,90
HM_-_Fall_Theme.mid,46.200000000000124,A,minor,125
cv4st51r.mid,231.59999999997004,C,minor,200
SD3Tropical.mid,150.00000000000028,D,minor,120
fls_march_v1.mid,118.27604166666812,B,minor,120
LIPSBATT.mid,68.81861249999956,D,major,182
MegaManX3_ToxicSeahorse.mid,183.17637899999596,E-,minor,170
rd-gale.mid,103.60877172499812,A,minor,170
WOBMIX.mid,185.1426719999991,C#,minor,70
BomberRemixKeitsuken.mid,151.99479166666666,A,minor,120
mmx2xhn1.mid,50.30283431249941,B,minor,130
