,0,1,2,3
Plkbonus.mid,124.95496799999768,C#,minor,167
Action.mid,116.79583333333198,A,major,150
ff3-narsh.mid,215.40249999997707,E-,minor,250
eek_flyingsaucer.mid,287.99999999999636,A,minor,120
SC_-_Capital.mid,139.16278691666648,C,major,110
Alan.mid,104.84194799999914,G,major,190
BoomerKuwangerMix.mid,119.99609375,E,minor,160
tmntboss.mid,114.75030802500318,C#,minor,130
FrontMission_shop.mid,94.73670000000058,B-,major,190
Soepupet.mid,127.32284950000079,F,major,126
LycheeShadow.mid,113.97092127777881,C#,minor,196
Mario_World_Boss_(BTHive).mid,131.65708799999692,C,minor,175
snesK.Roolv2.1.mid,176.31216031250383,C,major,115
street_fighter_2_-_vega_stage.mid,108.79999999999811,A,minor,150
t_ogre43.mid,91.24685000000026,B-,major,105
ff2_Epilogue2_mid.mid,699.2278619999826,A,minor,240
top_martel.mid,78.36735999999858,G,minor,97
SRFX_City_Trax.mid,91.42848000000414,E,minor,105
T_SecretofStars_AquatallionOverworld.mid,42.0,E,minor,120
LFMGH-202ARunningFight.mid,87.4478910000009,D,major,155
Zenkusa_-_PopnTwinbee_Level5_XG.mid,98.4669265500008,F,major,165
supertennistitle.mid,54.588208000000634,C,major,127
Bio_Metal-Stage_2.mid,104.91874999999806,C,major,120
Top_Gear_3000_Shop.mid,136.84959999999998,A,major,140
KimKaphwan.mid,132.0,A,minor,120
ctcities.mid,155.29403999999894,B,major,85
KSSMKEND.mid,113.3332880000029,A,minor,72
Aqua.mid,88.06909850000032,A,minor,202
SMW2CBOX.mid,210.7308899999989,C,minor,100
ctfrogA.mid,516.2965719062372,G#,minor,119
Kingdom_Of_Guardia.mid,214.20491399999008,B,major,195
ff2_Illusionary_World_mid.mid,349.82599950000946,A,minor,115
SandOceanFZXRmx.mid,135.99986400002635,E,minor,180
Kakariko.mid,89.99382755208318,B-,major,102
terracontest.mid,78.4000000000004,F,minor,150
Saleste_l21.mid,152.47051199999672,D,minor,170
M3norfr_V2.mid,147.5383139999996,F,minor,65
ghouls03.mid,78.75,C#,minor,160
FAIRTIME.mid,181.9667576500012,G,major,89
CyansTheme.mid,128.77500000000038,F,minor,75
CBHaunted.mid,61.43999999999953,E-,minor,125
Flame_Stag.mid,79.14870400000636,B,minor,188
FF2-Main_Theme.mid,154.28555999999915,A,minor,140
ssf2_cammy.mid,111.30419199999915,E-,minor,138
20-BattleTheme.mid,175.77015859374194,C,major,142
dw5_castle.mid,70.67094662499984,C,major,95
tm_rnh_downfall.mid,160.125,G,minor,120
gau2.mid,153.59999999999627,A,major,150
actraiser_forest.mid,100.810000000006,C,minor,250
FFV_-_Mambo_de_Chocobo.mid,86.06894399999905,A,major,145
do2_lindblum.mid,95.55193364999832,C,major,120
SuperR-Type-Boss.mid,121.33321199999558,E,minor,135
1-10_Fight_Against_Monsters_XG.mid,71.07869495833425,E,major,100
T_FightersHistoryMizouguchi_Yungmie.mid,87.251806687502,B,major,132
ffmqfnl2.mid,157.70966371874874,G#,minor,140
Ffmix.mid,304.5,E,minor,160
BlueStone_LostUnderworld.mid,179.98874329165872,D,major,56
KirbyDC-Course3.mid,97.77785600000115,C,major,107
ter40.mid,56.98186600000011,F,minor,85
SD3Dark.mid,248.9876400000025,D,major,89
schalass112.mid,179.51249999999814,B-,minor,120
Cast_rol.mid,211.43123437500154,A,major,124
SNES_CT_2300_AD_Sewer_Access_V1.mid,123.42972299999998,E,minor,160
MQSMM-DarkForest.mid,110.80640175000042,C,major,93
SD3Beast.mid,169.5,A,major,160
tangerines.mid,62.22216000000039,F,minor,135
SuperDoubleDragon-Mission3.mid,162.55800000000107,G,major,125
smw_castle_arranged.mid,216.086246631835,C,minor,80
Ys3store.mid,81.67022909999967,G,minor,140
CV4-_Level_9.mid,451.2681885000119,A,minor,69
popintro.mid,108.93905032291838,F,minor,76
mmq10.mid,33.58576699999985,G,major,138
FFMQWorldMap.mid,63.36000000000519,C,major,125
hyrulecastle.mid,168.33936416249932,C,minor,94
Illusion.mid,120.0,A,minor,80
sd3_obsession.mid,207.99999999999997,F,major,120
fzport2.mid,59.98177083333325,C#,minor,192
sf2edza2.mid,35.91562500000013,C,minor,160
rs1_aisha.mid,116.74875000000144,D,major,120
bof2whal.mid,57.462661666666705,A,major,67
SuperSoccerBrasil.mid,82.79452396666666,G,minor,129
gwed.mid,78.1034287500004,E-,minor,145
mmq12.mid,39.46252800000007,G,major,85
CT_-_Boss_Battle_1_-Remix-.mid,125.99987400000174,B-,major,130
MMX2_-_Sigmas_Fortress_Station_1_and_2.mid,112.0,B,minor,120
SVX_Gambit.mid,256.9410480000083,B-,minor,127
YIInvinc.mid,48.0,G,major,120
FFIV_-_Run.mid,35.817865416666656,A,minor,162
ctfrog.mid,95.99166666666731,F#,major,120
Music_0.mid,81.41955937499856,D,minor,117
Drakkhen-Air_Realm_Night.mid,56.00933333333326,A,minor,150
BL_fz_rankings.mid,33.82208156249989,A-,major,156
SuperZeal.mid,101.33323200000089,B,minor,180
sbtarolisk.mid,154.375,E,minor,96
dkc3brotherbearblue.mid,66.98070224999934,C,major,65
rs1_barbara.mid,74.94800000000068,D,major,120
kerosene.mid,68.81249999999943,G,minor,160
bofunder.mid,103.22575999999991,C,major,93
Wandering_People.mid,58.33696331944512,F#,minor,116
7batldun.mid,55.288778416666936,G,minor,147
sf2Sagat456.mid,58.85718700000139,C#,minor,104
CB_CVIVBoss1-2.mid,45.41244250000024,D,minor,66
zeldametalnew.mid,247.42981599998228,G,minor,108
dark2.mid,155.181353364583,E,minor,90
ctlavob2.mid,211.49609375,F,major,160
RYDIA.mid,192.02324399999884,C,major,82
MMXStorm.mid,63.99993599999815,B,minor,180
COLONY.mid,458.55520833335544,A,major,120
smrpgmonst.mid,197.6469600000034,E,major,170
wc1sf.mid,68.0623638749999,B-,major,120
BattleTheme2.mid,42.66315178124985,A-,major,180
07-santa.mid,154.83871999999783,B-,major,123
SNES_Toki_Memo_Summer_Vacation.mid,69.18911999999975,G,major,111
dbth-destined.mid,68.12889599999987,F,minor,155
IOG_Boss.mid,122.99255752499971,E,major,117
ctforest.mid,405.19999999998913,B-,minor,75
SD3_-_Innocent_Sea.mid,164.85517912499995,B,minor,78
baron.mid,206.55092981249695,A,minor,110
Killer_Instinct.mid,230.33984337500502,C,major,115
SNES_Toki_Memo_Central_Park.mid,31.484357158854223,G,major,122
SMK_Rainbow_V1_4.mid,106.0344562500013,F,major,145
SOR_Game_Setup.mid,169.40800353124854,B-,major,170
SFA2Akuma.mid,206.4000000000036,F,major,150
topdream.mid,148.46140000000293,G,major,120
top_streamoftime.mid,186.51916424999794,C,minor,100
luf2tragedy.mid,102.0,F#,minor,80
PTtwilit.mid,265.5015754312501,C#,minor,190
22-DrLight.mid,120.22584131250181,E,minor,130
MMX3-ToxicSeahorse.mid,85.33324799999914,D,minor,180
RockmanandForteMuseumStage.mid,231.9029855312384,C,minor,89
smrpg_end.mid,226.3232879999965,C,major,68
TGTitle.mid,239.99514841664168,C,minor,136
Smktit.mid,57.962240000000506,C,major,265
Bk2.mid,132.40082896875208,D,major,145
KeroSewers.mid,113.1427439999986,D,major,140
FF5_mys.mid,65.13393942708315,A,minor,69
SMW2Boss6.mid,118.30979999999758,G,minor,142
BossStation1.mid,166.39583333333027,G#,minor,150
kavsdetnrmbymax.mid,90.24244126666491,C,minor,240
chronomix.mid,194.0000000000019,D,minor,120
Crystal_Ball.mid,214.38440099997865,C#,minor,130
Rudora_no_Hihou_Night_Gallery_DW.mid,96.00000000000016,A,minor,120
dbz2_-_vegetas_stage.mid,117.49988249999622,D,minor,135
sfselect.mid,32.54508799999991,A,major,117
Tales_of_Phantasia_-_Tale_Up_the_Cross.mid,71.70738400000133,G,major,163
LowerMaridiaOrch_V2.mid,175.28637605273556,E-,major,140
PushOver-Level5-1.mid,227.55532799999406,C#,minor,135
Special_Fight.mid,48.599999999999724,A,minor,100
Elf-Field.mid,175.99479166666666,E,minor,120
bltower.mid,210.6785680000037,F,minor,221
ter20.mid,151.05232800000542,F#,major,100
DemonsCrest_TheWaterTemple.mid,69.09883199999993,F#,minor,130
magusx2.mid,210.2445624999854,E,minor,132
mm7slash.mid,101.66674800000051,A,major,143
mmx329.mid,68.68112049999982,C#,major,136
Flame_stag_2_(_Remix_).mid,214.79658200000674,B,minor,197
ff4finalbattle.mid,256.8503488208342,C,major,163
rd-snakebone.mid,172.30785599999567,F,major,116
SW_Venom_Boss_Phase_2.mid,50.45333333333347,B,minor,300
supertennismenu.mid,49.291734999997196,C,major,176
Z3-hy.mid,175.5576655000011,G,minor,151
ff3battl.mid,223.04400612499842,G,major,170
B1L_pilotwings-rocketbelt.mid,93.17600699999879,C,minor,220
YI-_Jazzy!.mid,182.76904799999505,F,major,130
Ctlab16-2.mid,94.41476458333165,E,minor,94
z3ending.mid,221.83615418749827,F,major,120
FFIV_-_Red_Wings.mid,126.81332015625502,C,major,132
Corneria1[4.mid,195.5256375312553,C,major,170
F-Zero_-_White_Land_II.mid,142.70255999999776,D,minor,185
gau.mid,142.96301299999806,A,major,80
narshe.mid,157.08180509166587,G,major,55
bk1.mid,132.40082896875208,D,major,145
SuperGnGSeaofDespair.mid,149.29773600000198,C,minor,149
MMX1_stormeagle.mid,107.64700499999748,B,minor,170
1-09-WindScene.mid,350.4544519999998,F,major,88
SMAS-Challenge.mid,117.63162599999869,G,major,151
Ninja_Warriors_Again-Introduction_Part1.mid,66.54999999999974,E,minor,120
SFactory.mid,217.74999999999903,E-,major,120
ZeromusV2.mid,145.0847240000008,C,major,177
bofbattle.mid,121.33321200000445,A,minor,180
street_fighter_2_-_guile_stage.mid,135.99999999999994,C,minor,240
YS_Boss_Battle.mid,101.63965506250074,G,major,85
sftitaniab.mid,89.96827306666499,G,minor,88
Young_Merlin.mid,34.0,A-,major,120
ctbattle.mid,176.58388993749216,D,major,159
kishin_douji_zenki_1_japan_-_ending.mid,121.2605809999993,D,minor,118
mn-Hannya.mid,64.61531999999946,D,minor,130
B1L_srfx_retiremenu.mid,32.82048000000014,D,major,117
MMX1_flamemammoth.mid,116.29405949999709,F,minor,170
lb3_field1.mid,146.30749999999912,G,minor,120
Saiyans.mid,127.35833333333431,A,minor,120
DKQMine.mid,105.80640400000065,D,minor,93
Secret_of_Evermore_-_Introduction___Credits.mid,182.8653305273383,E,minor,63
SNES_Toki_Memo_Intro.mid,214.73638400000146,E,major,152
soeqsand.mid,86.00000000000004,B-,major,120
DKC_-_Fear_Factory.mid,219.42835200000363,A,minor,140
CBRoyalbloodbattle1.mid,66.85350457499923,G,major,140
mn-Festival.mid,55.384560000000356,D,minor,130
B1L_pr2_princessluna.mid,63.03125,G,major,120
SBonk_Water.mid,102.29502400000074,C,minor,122
mmx325.mid,50.346617500000065,A-,major,175
Thick_Fog.mid,106.66656000000063,D,minor,135
Glight_V4.mid,102.39666666666463,B-,minor,150
Earthbound_Hotel_(Huzzah_Remix).mid,191.7690969166569,C,minor,136
rd-facing.mid,163.63780857500007,D,minor,69
xky-k-08.mid,98.3092749479179,D,major,166
ayla1.mid,78.6206699999996,D,major,87
Mortal_Kombat_-_Choose_Your_Fighter_(MWS_v1.0).mid,66.0,B-,major,120
Magic_Guy.mid,236.40000000000433,G,major,125
frstmaze.mid,55.87304799999958,F#,minor,94
luf2dragon.mid,175.08151200000194,C#,minor,244
rs2_bt1.mid,107.18281250000035,B,minor,120
mounthob.mid,97.050374166668,D,major,178
smw2pinf11.mid,78.0000000000003,A,minor,120
F-Zero_-_Red_Canyon.mid,121.5999999999974,F,minor,150
sf2vega3.mid,76.9375,G,minor,240
rs1_horrible.mid,136.60370954999712,C,minor,130
SD3drum.mid,147.99479166666666,G,major,120
RomancingSaga3_podor.mid,151.9999999999999,E,minor,120
DV_-_Casdra_Field.mid,66.67301025000054,E,major,130
F-Zero_-_Sand_Ocean.mid,115.20000000000135,D,major,100
blsite.mid,181.5,B-,major,120
Seiken_Densetsu_2_-_Prophecy.mid,64.01025390625,G,minor,120
Version_2_Marx.mid,127.379832000004,C,major,186
ff5_exdeath.mid,120.0,E,major,120
SailorMoonSSF_jup.mid,114.3818359375,F#,major,128
FF5_chocx.mid,65.13832771875076,G,major,140
smwbow.mid,91.1555635583333,B-,major,65
smwcastle_nes.mid,160.28763274999014,C,minor,120
SMK_INT.mid,49.845142462499666,C,major,130
FF5_edtit.mid,499.799512366667,G,minor,148
rsg3boss.mid,141.03881999999984,E-,minor,154
fourside1.mid,147.90000000000018,G,major,120
CB_Difficulties.mid,44.754072999999316,G,major,122
BoF-_Sad_Melody.mid,140.00000000000006,E,minor,96
CT-SilentLight.mid,120.96000000000203,C,major,125
DoubleDragon4-Ending.mid,98.07477174999838,F,major,137
FF6_Another_World_of_Beasts-KM.mid,154.0169400000002,E-,minor,89
sms_mich.mid,128.2322916666653,E,minor,120
Cv4-st51.mid,152.7272320000014,E,minor,88
smetintr.mid,58.977068808334494,G,minor,110
CT_medina_village.mid,129.25750000000804,C,major,250
top_arche.mid,144.79345599999448,C,major,120
da_KSS_RPG-battle.mid,98.3205701041675,E-,major,166
Magus1.mid,147.99479166666666,A,minor,120
DV_-_Underworld_Field.mid,54.02179800000023,A,minor,86
SD3_Faith_Total_Machine_v2.mid,105.9458399999995,D,major,111
SNES_MMX_Destroyed_Highway_V2.mid,88.98859199999984,C,minor,178
32_Music_Box.mid,104.09115499999955,G,major,72
marioRPG.mid,60.539999999999935,G,major,250
Race_Against_Johnny.mid,79.69694844444729,E,minor,176
somSadtheme.mid,58.61568212499986,F,major,135
eb_thred.mid,193.10527924999772,G,major,94
dracula4.mid,130.79252799999904,D,minor,116
FF5_-_Hurry_Hurry.mid,37.99996199999934,B,major,180
sd326.mid,73.72799999999921,B,minor,156
kak_village.mid,71.99999999999967,B-,major,100
MKR_Emeraude.mid,120.06177041666812,A,minor,80
smasselect.mid,38.40000000000015,D,major,150
SkyRunner.mid,103.3806658500021,D,major,130
KoopaTroopaBeach.mid,81.99479166666666,F,major,120
reptites.mid,52.80000000000048,G,minor,150
ff6_dark_world_ray_of_hope_remix.mid,225.6622156458298,G,major,67
tetris_drm_tetrisbgm3.mid,156.7856123749988,F#,minor,147
smk_rainbow_road.mid,72.97289999999785,C,major,148
mmx326.mid,37.31910199999965,B-,minor,131
06_Fate_in_Haze.mid,173.24999999999767,E-,minor,80
topseren.mid,141.0447150000025,F,major,134
ff366.mid,41.077007999999985,B,minor,70
SD3cas.mid,324.0126718749957,A,major,95
Gaurdia_Forest.mid,273.3528000000065,B-,minor,73
z3castl1.mid,111.86575892499991,F#,minor,132
YS_Ending.mid,130.28111971875086,B-,major,140
FE4-Chapter6.mid,122.88000000000208,A,major,125
smas22.mid,33.473528000000364,E,minor,100
Tunnel_Rhino.mid,103.09017468750022,C,minor,126
BossBGM01.mid,106.5,B,minor,160
BL_wagyan_kumkumjing.mid,37.50000000000003,G,major,120
SD3Hideout.mid,258.9420599999999,D,minor,114
Organ2.mid,107.98066124999978,A,minor,140
SB2_Map.mid,39.99996000000001,G,minor,210
power1.mid,58.50499999999961,A,minor,100
mmx3_password.mid,54.96423075000044,C#,minor,70
awakenin.mid,87.27275200000042,A,minor,76
YIJungle.mid,33.823512500000014,F,major,170
SigmaBattle1.mid,76.79999999999933,B-,minor,300
do1_overworld.mid,122.17500000000247,D,major,120
MMX1_prologuestage.mid,97.7142449999966,C,minor,175
SuperBonk_City.mid,167.55538799999005,G,minor,135
alad04.mid,83.60163500000036,D,minor,104
svsxm_spiderman.mid,466.2638194499416,C,minor,140
1_-_B.mid,35.35185600000016,A,minor,122
Super_Metroid_-_Arrival_on_Zebes.mid,214.39999999999043,B-,minor,150
SD3fear.mid,182.08124999999976,F,major,80
GameIntro.mid,75.99645178125046,E,minor,180
maz.mid,199.78720603333633,E-,major,170
Grad3SNES_l1_1.mid,58.799999999999635,C,minor,200
CBFourside_Accurate1.mid,103.95413309090908,G,major,117
Zelda3_Lost_Woods_Theme.mid,69.61153110000014,C,major,140
IntoTheDarkness.mid,200.00009999998977,F#,major,89
ct_encounter.mid,134.7500000000126,D,minor,250
ff3_gogorock.mid,169.12760416666612,G,minor,80
sfsnesogc.mid,298.299992000004,B-,major,120
T_MortalKombat_Pit.mid,147.6844677000018,D,minor,130
tnsave.mid,61.136302500000305,B-,major,110
luf1castle.mid,98.0,D,minor,120
Soeboss2.mid,89.99999999999308,B,minor,96
shaqfu5.mid,86.40058593749959,A,minor,100
7thsaga_melenam.mid,106.82281184375013,D,minor,120
mmx20.mid,51.27082829166633,F,minor,149
CBSparksterCore2.mid,105.12822922500074,C#,minor,113
rmf-museum.mid,238.6664280000121,F,major,180
mmx2_wheelgator.mid,61.60415999999821,G#,minor,187
FF5_unlan.mid,73.6633160000004,C,minor,101
KSS_Halberd_1_V2_2_XG.mid,121.48136000000396,D,major,162
somSei2-29x.mid,75.25000000000006,G,minor,240
SuperNova_DariusForce_zoneB.mid,211.5967359999996,B,minor,117
CT_-_Battle_2.mid,119.33321400000095,E,minor,90
smw-special.mid,200.76319438541395,C,major,104
Sgg5.mid,155.55539999999914,C#,minor,162
charminglimbodance.mid,87.91261049999798,D,major,126
T_FightersHistoryMizouguchi_YungmieGM.mid,87.25180668750163,C#,major,132
Corneria_Theme.mid,211.19666666666197,C,minor,150
ff2bat.mid,100.36353600000118,A,minor,165
lb3_village.mid,126.24166666666653,C,major,120
Searching_for_Friends34.mid,149.75999999999547,A,minor,125
Puyo-Puyo-Tsu-Remix-By-Matthew.mid,363.62463637503095,A,major,132
Lunge_Fish's_Theme.mid,152.72238515624716,C,major,132
X3_X's_theme.mid,80.83869453124933,D,minor,190
DragonsLair-Map.mid,48.0,A,minor,80
Dkcjungle.mid,375.9894720000245,C,major,198
mission4.mid,117.73580000000035,A,minor,53
FF6-_Victory_Fanfare.mid,46.76465600000041,A,minor,136
ff6_mog(v1.1).mid,108.00390625,F,major,80
alad12.mid,91.01195599999957,C,major,124
ffmq_title.mid,125.55756675000187,G,major,130
SD3_-_Secret_of_Mana_-_GM.mid,216.00000000000188,E,minor,120
luf2premarl.mid,122.75927999999925,F,major,143
CharacterSelect.mid,117.33321600000392,D,minor,135
lb3_memories.mid,98.39375000000236,C,major,120
bossbatt.mid,105.14293600000003,A,minor,104
Level5.mid,124.23155553125292,E,major,170
Ptrgunn.mid,137.3579071999995,B-,major,109
Legend-Intro.mid,70.27513799999971,E,minor,109
ff2-into_the_darkness.mid,57.969999999999516,A-,major,250
luf1start.mid,114.509552,A,minor,153
JB_theme.mid,134.89948162500002,C,minor,112
SOEHorace-GM.mid,184.42878899583337,G,minor,125
ff311.mid,89.0001840000002,C#,minor,70
SBomb1-Stage2.mid,81.08099999999831,A,minor,148
ff2dmcyn(2).mid,117.07311999999953,G,minor,82
PLOK_Beach_v2.mid,303.70850999997066,D,major,127
sfa2sodo.mid,166.15368000000416,F,major,130
soeflght.mid,161.04817616666722,F,minor,152
ff6atma7.mid,160.72514791667194,A,minor,162
mm3_chapter2.mid,134.65518805000218,C,minor,240
Lemmings_-_Start_Level.mid,43.60791093749985,B,minor,66
SD3Rolante.mid,336.50527199999226,A,major,184
SailorMoonSSP_SEL.mid,195.37689721666723,C,minor,118
alad06.mid,38.24840799999989,B-,major,124
EasyBattle2.mid,65.7950114999971,F,major,100
UNITITLE2v2.mid,47.99995200000025,A,minor,180
SMRPG_-_Fight_Against_An_Armed_Boss.mid,153.59999999999476,E,major,150
Kirby_Menu.mid,36.66656400000007,B,major,216
Grad3SNES_ls_1.mid,95.99999999999913,G,minor,240
rpgsmbossbat.mid,65.25416666666669,B,major,120
Illusion_of_Gaia_-_Memories.mid,268.977003749997,F,major,132
monstania_battle.mid,152.7027693749991,B-,minor,154
FF5_kokuu.mid,244.9408516666825,G,minor,64
axe_8p.mid,133.14475199999995,E,major,163
smw214.mid,106.25000000000203,G,minor,100
rmfauto.mid,81.99479166666666,C#,minor,120
smw_intro.mid,79.94999999999848,G,major,150
snowwood.mid,131.96080553906378,G,major,90
FFMQ_Final_Battle.mid,136.5670695500021,C,minor,143
Rosetown.mid,98.3130400000006,E-,major,166
F-Zero_-_Death_Wind_-Climax_Remix-.mid,170.6664960000012,G#,minor,90
emotion.mid,221.79304800001145,E-,minor,145
dw5_flyingcastle.mid,98.27384348333324,C,major,75
FinalFantasyMQ_Battle.mid,196.12500000000682,B,minor,160
3-07-SearchingForFriends-v1.1.mid,149.76000000000087,D,major,125
sd3_hightensionwire.mid,191.99990399999524,D,major,85
smrpgcul.mid,127.05876000000058,C,minor,170
terrajazroc.mid,336.8422399999955,C,major,56
tuxedo_kamen1.mid,39.128748750000085,E,minor,132
Mmx2end2.mid,33.025220822916474,A,minor,94
StarOcean_The_Strong.mid,122.86463999999725,A,major,250
ctundsea.mid,92.57133600000064,F,major,140
Addamsfm.mid,585.1400398593751,B-,major,140
z3boss.mid,35.21739599999994,A,major,91
JetsonsStage5.mid,49.8749501249996,C,minor,140
new_era_.mid,203.52876514582755,F,minor,90
Ultima_6_Harpsichord.mid,44.333636222916724,G#,minor,180
Ys_V_Lost_Kingdom_Remix_dw.mid,103.56008652604302,A,minor,85
lb3_megalopolis.mid,134.4445312500008,E-,major,120
ranma_rpg_last_boss.mid,41.398437500000014,A,minor,300
fe5-firstmap.mid,219.82282200001035,B-,major,113
mn-Ghosts.mid,100.609779999999,A,minor,96
GokujyoParodius_VicViper.mid,44.21054400000057,B,major,151
KefkaTheme.mid,129.83327721874917,G#,minor,130
luf2fod3.mid,149.37048000000036,D,minor,143
sf2Zangf.mid,69.61827999999926,D,minor,131
Soe-palace_of_sacred_dog_1.mid,66.28564799999975,A,major,105
ao2_with-hero.mid,106.26250000000132,D,minor,120
rs1_claudia.mid,149.49999999999997,A-,major,120
ThomasSavesTheDayAllPages.mid,239.0360000000012,G,minor,78
Defeatdracula.mid,34.949915666666975,C,major,180
DV_-_Fire_Field.mid,49.15665599999999,C,minor,82
SMB2_Underground.mid,52.55472000000206,F,minor,137
FF4_-_Battle.mid,155.6469809999971,A,minor,85
Sage'sRescue.mid,34.09583333333336,G,major,120
Ocean.mid,94.71681574999533,F,major,144
32-WilyTheme.mid,113.96249970833982,E,minor,97
Dkcwater2.mid,198.45000000000883,C,minor,150
alad23.mid,196.079665000001,B-,major,104
YsIV_Selceta_Forest_Xg.mid,146.42433794999897,G,minor,159
Zelda3_Crystal_Theme.mid,140.52999999999577,G,major,100
Undcool.mid,86.87000000000043,F,major,250
PLOK_Creepy_Crag.mid,323.28824599997114,B,major,178
rd-summer_days.mid,151.18616200000054,D,minor,73
T_AVGFighter_YukaNearDeath_Omake.mid,73.84608000000242,B,major,130
metaknight_ending.mid,220.13617147917276,A,minor,215
Ys_3-_Tigray_Quarry.mid,234.28547999998793,A,minor,105
luf2casino.mid,293.33303999999197,F#,major,162
Gau-uuu.mid,108.63588604166696,G,major,89
Top_Gear_Track_4.mid,95.40352000000225,C,minor,161
FF6-_Cyan's_Theme.mid,186.1536599999996,E-,major,78
SBomb4-World4.mid,133.1093279999993,G,minor,118
Magus_Theme_v2.mid,710.066663750023,E,minor,91
cv5stg4.mid,53.05255199999996,A,minor,95
SNES_Toki_Memo_Green_Gurden.mid,35.82088000000005,A,major,134
Z3fee.mid,39.1875,G#,minor,80
BL_Hero_Xg.mid,155.82082800000381,E,major,134
demon_final.mid,68.95344700000003,B-,minor,129
Kirby_Super_Star_-_Dynablade_Overworld.mid,56.093947558593655,A-,major,77
jpr-ffmqlb-final.mid,176.571278999998,C,minor,104
World_Map_edited.mid,45.34409497500005,A-,major,170
ogreb_neo.mid,193.16543100000106,F,major,100
tmnt416.mid,46.99684799999984,D,major,165
Tetris_Attack_Credits.mid,315.42825599999605,G,major,70
Zelda3_Guard_Theme.mid,37.08840299999981,D,major,214
lv2title.mid,41.66067262499981,F,minor,140
FE3_-_Love_Theme.mid,73.77454835833255,F#,minor,122
SNES_Mega_Man_X2_Zero_Battle.mid,48.96543400000002,B-,major,174
SBomb3-Battle.mid,156.8000000000012,C,minor,150
SEMap.mid,97.71418799999906,E,major,140
ZeroTheme.mid,95.29039353125201,A-,major,170
ao1_holyking.mid,134.14540564583314,E,minor,120
Sd3Sac1HPimp.mid,81.89999999999995,A-,major,750
rjedi_select.mid,32.650838125000035,F,minor,116
FF5_mbox.mid,113.5043866166666,G,major,180
mn-TenguMountain.mid,79.99999999999947,D,minor,240
B1L_kd3_bad.mid,73.125,D,minor,128
MegaManX2_Morphmoth.mid,141.60000000000016,C,minor,125
sim_nucl.mid,30.70714199999993,F,major,112
Wheel_Gator.mid,107.99989199999658,G#,minor,180
mrpgmajr.mid,58.63300166666656,B-,minor,139
MegaManX_ChillPenguin.mid,149.57127899999324,C,minor,140
Zelda_III_-_Death_Mountain.mid,111.6000000000004,C,minor,100
MagusRem.mid,234.0,C,major,80
FF6-_Gogo's_Theme.mid,169.12499999999946,G,minor,80
smasbonus.mid,38.321452841666854,C,major,237
SBomb2-Map1.mid,39.428601000000036,E-,major,104
Volt_Catfish.mid,101.64333153125091,F,minor,170
mmq02.mid,65.67996000000001,B-,major,138
sonata.mid,266.13541666666646,C#,minor,120
FFMQDoomCastle-V1.1.mid,233.0420800000008,D,minor,138
Sfmap.mid,31.721293500000016,D,major,122
30-Ending.mid,230.693749999997,B,major,100
winners.mid,127.44824399999463,C,major,120
fanfare.mid,62.769167999999695,G,major,130
Drahkken_Remix-_Wind.mid,233.1043725000078,A,minor,124
prlde.mid,159.9998399999992,F,major,78
eb_miniboss.mid,100.35785418750002,D,major,110
lufia1_bt3.mid,155.4780518708329,F#,minor,240
DKC_-_Gang-Plank_Galleon.mid,185.71310900000432,G,minor,110
BL_fm_canyoncrow.mid,99.72287999999972,B,major,108
SD3_-_Innocent_Water.mid,204.64578476666682,E,minor,85
ff350.mid,38.761359999999755,B-,minor,170
dw6_castle.mid,186.57257637499998,E,minor,80
cv5stg2.mid,40.5,D,minor,120
FinalFantasyMQ_FinalBattle.mid,176.45439450000563,G,minor,109
arcana_bbt.mid,164.0452914999898,A,major,120
LFMGH-102Emergency.mid,118.32997600000354,F,major,125
ghouls15.mid,30.999999999999922,B-,minor,120
Uni.Race5.mid,201.59499999999883,A,minor,125
SMAS-Ark.mid,92.68963200000162,E,minor,145
SandOcean2.mid,115.19687499999866,F,minor,200
zb_smw_rockroll2.mid,151.33318199999587,F,major,135
SMAS-Crisis.mid,119.99999999999758,A,minor,200
MegaManX2_OverdriveOstrich.mid,166.18165200000456,G,major,165
rf-Pirate2.mid,124.46416124999796,B-,major,140
FF5_The_Silent_Beyond.mid,126.1238251166666,B-,major,140
sfa2zang.mid,277.5,D,major,128
UNSquadron_-_Ground_Carrier.mid,146.29404449999717,C#,minor,170
spinach.mid,130.21119999999874,D,major,94
0silence.mid,78.46146000000053,B,major,156
SigmaSelect.mid,68.86411321874998,D,minor,115
SsKLaterTreasure.mid,224.22890995833305,C,minor,137
ff5home.mid,101.80583144999954,A,minor,85
sd359.mid,85.24800000000126,D,minor,104
EB_Insane_Warrior.mid,106.8352106250036,A,minor,189
kssapfb.mid,138.50400000000096,D,major,125
JILost_-_SNES_-_Super_Metroid_-_Boss_Confrontation_2.mid,49.32633956250022,E-,major,90
CB_-_The_Final_Battle.mid,129.042925031254,B,minor,148
Valentina_Beta.mid,118.15372800000051,E,minor,130
sbcliffs.mid,189.6770400000064,F,minor,124
cyanSq.mid,121.5,G,minor,80
sd3_beastmen.mid,90.35289599999962,E,minor,85
LEM2CIRC.mid,254.27247300000266,E-,major,132
TDM_Mixed_Match_3-KM.mid,105.90000000001632,E,minor,200
Mansion_Attic.mid,211.19999999999592,B,minor,75
SD3Elemental.mid,37.28485200000002,E,major,155
